# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/00_rawdata/fastq_data/reference/NZ_CP076404.1.gtf" "-o" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/03_annotation/counts/raw_counts.txt" "-T" "8" "-p" "-B" "-t" "CDS" "-g" "gene_id" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam
KJY95_RS06810	NZ_CP076404.1	1387673	1388233	+	561	1609	1479	1146
KJY95_RS06815	NZ_CP076404.1	1388260	1389489	-	1230	735	662	573
KJY95_RS06820	NZ_CP076404.1	1389683	1389727	+	45	18	20	14
KJY95_RS06825	NZ_CP076404.1	1389744	1390724	+	981	731	911	668
KJY95_RS22285	NZ_CP076404.1	1391002	1391172	+	171	20	30	39
KJY95_RS06830	NZ_CP076404.1	1391205	1392575	+	1371	1495	1472	1203
KJY95_RS06835	NZ_CP076404.1	1392710	1393642	-	933	2826	3174	3013
KJY95_RS06840	NZ_CP076404.1	1393822	1394253	-	432	280	537	486
KJY95_RS06845	NZ_CP076404.1	1394397	1395527	-	1131	197	217	192
KJY95_RS06850	NZ_CP076404.1	1395897	1399418	-	3522	1412	1743	1646
KJY95_RS06855	NZ_CP076404.1	1399692	1399955	+	264	220	276	224
KJY95_RS06860	NZ_CP076404.1	1399958	1400377	-	420	330	408	366
KJY95_RS06865	NZ_CP076404.1	1400491	1401477	-	987	484	534	300
KJY95_RS06870	NZ_CP076404.1	1401685	1404321	+	2637	554	537	526
KJY95_RS06875	NZ_CP076404.1	1404321	1404503	+	183	20	17	14
KJY95_RS06880	NZ_CP076404.1	1404514	1404837	+	324	68	76	78
KJY95_RS06885	NZ_CP076404.1	1405015	1405917	-	903	209	218	348
KJY95_RS06890	NZ_CP076404.1	1406153	1407649	+	1497	610	516	391
KJY95_RS06895	NZ_CP076404.1	1407713	1409983	-	2271	221	267	215
KJY95_RS06900	NZ_CP076404.1	1410234	1412276	-	2043	113	76	93
KJY95_RS06905	NZ_CP076404.1	1412561	1413487	+	927	48	31	59
KJY95_RS06910	NZ_CP076404.1	1413502	1413786	+	285	16	15	15
KJY95_RS06915	NZ_CP076404.1	1413798	1414541	+	744	66	37	44
KJY95_RS06920	NZ_CP076404.1	1414559	1415053	+	495	43	47	30
KJY95_RS06925	NZ_CP076404.1	1415064	1416131	+	1068	43	32	28
KJY95_RS06930	NZ_CP076404.1	1416131	1416895	+	765	33	37	42
KJY95_RS06935	NZ_CP076404.1	1416898	1417683	+	786	20	21	21
KJY95_RS06940	NZ_CP076404.1	1417688	1419112	+	1425	62	60	119
KJY95_RS06945	NZ_CP076404.1	1419105	1419524	+	420	19	5	21
KJY95_RS06950	NZ_CP076404.1	1419527	1420729	+	1203	254	209	260
KJY95_RS06955	NZ_CP076404.1	1420759	1422069	+	1311	170	212	184
KJY95_RS06960	NZ_CP076404.1	1422173	1423120	+	948	611	648	621
KJY95_RS06965	NZ_CP076404.1	1423105	1423692	+	588	245	252	226
KJY95_RS06970	NZ_CP076404.1	1423802	1423864	-	63	3	5	5
KJY95_RS06975	NZ_CP076404.1	1424026	1426548	+	2523	436	403	353
KJY95_RS06980	NZ_CP076404.1;NZ_CP076404.1	1426558;1427468	1427468;1427783	-;-	1226	89	76	66
KJY95_RS06985	NZ_CP076404.1	1427992	1429140	+	1149	34	41	60
KJY95_RS06990	NZ_CP076404.1	1429150	1432644	+	3495	4171	4393	3001
KJY95_RS06995	NZ_CP076404.1	1432855	1433712	+	858	172	206	136
KJY95_RS07000	NZ_CP076404.1	1433778	1436081	+	2304	613	645	607
KJY95_RS07005	NZ_CP076404.1	1436255	1436857	+	603	115	116	81
KJY95_RS07010	NZ_CP076404.1	1436860	1437753	+	894	98	87	87
KJY95_RS07015	NZ_CP076404.1	1437772	1439526	+	1755	258	226	206
KJY95_RS07020	NZ_CP076404.1	1439519	1440832	+	1314	193	236	161
KJY95_RS07025	NZ_CP076404.1	1440892	1441494	-	603	299	364	360
KJY95_RS07030	NZ_CP076404.1	1441695	1445594	+	3900	3649	4315	3106
KJY95_RS07035	NZ_CP076404.1	1445869	1446666	+	798	418	477	353
KJY95_RS07040	NZ_CP076404.1	1446866	1448302	+	1437	0	0	0
KJY95_RS07045	NZ_CP076404.1	1448350	1449347	-	998	0	0	0
KJY95_RS07050	NZ_CP076404.1	1449536	1450063	+	528	0	0	0
KJY95_RS07055	NZ_CP076404.1	1450311	1450481	+	171	0	0	0
KJY95_RS07060	NZ_CP076404.1	1450510	1450575	+	66	0	0	0
KJY95_RS07065	NZ_CP076404.1	1450559	1450705	-	147	0	0	0
KJY95_RS07070	NZ_CP076404.1	1451104	1452741	+	1638	0	0	0
KJY95_RS07075	NZ_CP076404.1	1452785	1453705	-	921	0	0	0
KJY95_RS07080	NZ_CP076404.1	1453922	1455262	+	1341	0	0	0
KJY95_RS07085	NZ_CP076404.1	1455490	1457141	+	1652	0	0	0
KJY95_RS07090	NZ_CP076404.1	1457284	1457505	+	222	0	0	0
KJY95_RS07095	NZ_CP076404.1	1457571	1458107	+	537	0	0	0
KJY95_RS07100	NZ_CP076404.1	1458105	1459082	-	978	0	0	2
KJY95_RS07105	NZ_CP076404.1	1459206	1460195	+	990	0	0	0
KJY95_RS07110	NZ_CP076404.1	1460195	1460785	+	591	0	0	0
KJY95_RS07115	NZ_CP076404.1	1461090	1461755	+	666	0	0	0
KJY95_RS07120	NZ_CP076404.1	1461860	1462282	-	423	0	0	0
KJY95_RS07125	NZ_CP076404.1	1462290	1463495	+	1206	0	0	0
KJY95_RS07130	NZ_CP076404.1	1463541	1464752	-	1212	0	0	0
KJY95_RS07135	NZ_CP076404.1	1464805	1465338	+	534	0	0	0
KJY95_RS07140	NZ_CP076404.1	1465414	1467372	+	1959	0	1	0
KJY95_RS07145	NZ_CP076404.1	1467470	1467697	-	228	0	1	0
KJY95_RS07150	NZ_CP076404.1	1467919	1468092	+	174	0	0	0
KJY95_RS07155	NZ_CP076404.1	1468141	1468554	+	414	0	0	0
KJY95_RS07160	NZ_CP076404.1	1468636	1470039	+	1404	0	0	0
KJY95_RS07165	NZ_CP076404.1	1470287	1471429	+	1143	0	0	0
KJY95_RS07170	NZ_CP076404.1	1471450	1472460	+	1011	0	0	0
KJY95_RS07175	NZ_CP076404.1	1472464	1473402	+	939	0	0	0
KJY95_RS07180	NZ_CP076404.1	1473395	1474186	+	792	0	0	0
KJY95_RS07185	NZ_CP076404.1	1474211	1475632	+	1422	0	2	0
KJY95_RS07190	NZ_CP076404.1	1475735	1475827	-	93	0	0	0
KJY95_RS07195	NZ_CP076404.1	1476022	1476192	+	171	0	0	0
KJY95_RS07200	NZ_CP076404.1	1476281	1476511	+	231	0	0	0
KJY95_RS07205	NZ_CP076404.1	1476518	1476964	-	447	0	0	0
KJY95_RS07210	NZ_CP076404.1	1476964	1477479	-	516	0	0	0
KJY95_RS07215	NZ_CP076404.1	1477660	1478694	+	1035	0	0	0
KJY95_RS07220	NZ_CP076404.1	1478895	1479557	+	663	0	2	0
KJY95_RS07225	NZ_CP076404.1	1479599	1481698	-	2100	0	0	0
KJY95_RS07230	NZ_CP076404.1	1481940	1482998	+	1059	0	0	0
KJY95_RS07235	NZ_CP076404.1	1483117	1484613	-	1497	0	0	0
KJY95_RS07240	NZ_CP076404.1	1484880	1485494	+	615	0	0	0
KJY95_RS07245	NZ_CP076404.1	1485573	1485782	+	210	0	0	0
KJY95_RS07250	NZ_CP076404.1	1486535	1488568	+	2034	0	2	0
KJY95_RS22290	NZ_CP076404.1	1488555	1489034	+	480	0	0	0
KJY95_RS07260	NZ_CP076404.1	1488955	1489137	-	183	0	0	0
KJY95_RS07265	NZ_CP076404.1	1489219	1490360	+	1142	0	0	0
KJY95_RS07270	NZ_CP076404.1	1490449	1491582	+	1134	0	0	2
KJY95_RS07275	NZ_CP076404.1	1491685	1491915	+	231	0	0	2
KJY95_RS07280	NZ_CP076404.1	1491918	1492484	-	567	0	0	2
KJY95_RS07285	NZ_CP076404.1	1492657	1493499	+	843	0	0	0
KJY95_RS07290	NZ_CP076404.1	1493601	1494491	-	891	0	0	0
KJY95_RS07295	NZ_CP076404.1	1494573	1495250	-	678	0	0	0
KJY95_RS07300	NZ_CP076404.1	1495250	1495942	-	693	0	0	0
KJY95_RS07305	NZ_CP076404.1	1495945	1497486	-	1542	14	8	9
KJY95_RS07310	NZ_CP076404.1	1497486	1501223	-	3738	642	421	430
KJY95_RS07315	NZ_CP076404.1	1501308	1502693	-	1386	127	144	104
KJY95_RS07320	NZ_CP076404.1	1503020	1504347	-	1328	33	72	69
KJY95_RS07325	NZ_CP076404.1	1504389	1504661	-	273	17	26	20
KJY95_RS07330	NZ_CP076404.1	1504924	1505802	-	879	272	299	271
KJY95_RS07335	NZ_CP076404.1	1506034	1509078	+	3045	1288	2011	1353
KJY95_RS07340	NZ_CP076404.1	1509094	1509975	+	882	211	371	255
KJY95_RS07345	NZ_CP076404.1	1509971	1510621	+	651	270	304	235
KJY95_RS07350	NZ_CP076404.1	1511034	1511315	-	282	612	685	575
KJY95_RS07355	NZ_CP076404.1	1511464	1512471	-	1008	531	514	364
KJY95_RS07360	NZ_CP076404.1	1512608	1514302	-	1695	2813	2980	2568
KJY95_RS07365	NZ_CP076404.1	1514462	1514596	-	135	212	241	286
KJY95_RS07370	NZ_CP076404.1	1514701	1514913	-	213	62	45	55
KJY95_RS07375	NZ_CP076404.1	1515258	1515686	+	429	542	463	490
KJY95_RS07380	NZ_CP076404.1	1515748	1516671	-	924	323	310	256
KJY95_RS07385	NZ_CP076404.1	1516667	1517650	-	984	141	125	130
KJY95_RS07390	NZ_CP076404.1	1517650	1518543	-	894	112	92	92
KJY95_RS07395	NZ_CP076404.1	1518543	1519562	-	1020	66	72	70
KJY95_RS07400	NZ_CP076404.1	1519567	1521114	-	1548	151	151	117
KJY95_RS07405	NZ_CP076404.1	1521131	1521709	-	579	22	23	52
KJY95_RS07410	NZ_CP076404.1	1521970	1524366	-	2397	186	204	211
KJY95_RS07415	NZ_CP076404.1	1524394	1525773	-	1380	208	263	208
KJY95_RS07425	NZ_CP076404.1	1526140	1527456	-	1317	772	856	640
KJY95_RS07430	NZ_CP076404.1	1527590	1529122	-	1533	197	159	188
KJY95_RS07435	NZ_CP076404.1	1529281	1530678	-	1398	59	62	70
KJY95_RS07440	NZ_CP076404.1	1531043	1533823	-	2781	683	708	574
KJY95_RS07445	NZ_CP076404.1	1533883	1536252	-	2370	469	417	437
KJY95_RS07450	NZ_CP076404.1	1536293	1537975	-	1683	166	128	137
KJY95_RS07455	NZ_CP076404.1	1538178	1538297	+	120	11	13	14
KJY95_RS07460	NZ_CP076404.1	1538269	1539423	-	1155	158	156	124
KJY95_RS07465	NZ_CP076404.1	1539478	1541157	-	1680	524	547	479
KJY95_RS07470	NZ_CP076404.1	1541562	1542320	-	759	84	86	95
KJY95_RS07475	NZ_CP076404.1	1542398	1542592	-	195	15	18	23
KJY95_RS07480	NZ_CP076404.1	1542843	1545119	-	2277	364	371	275
KJY95_RS07485	NZ_CP076404.1	1545456	1546367	-	912	121	143	103
KJY95_RS07490	NZ_CP076404.1	1546429	1546929	-	501	141	78	70
KJY95_RS07495	NZ_CP076404.1	1546945	1547472	-	528	205	137	105
KJY95_RS07500	NZ_CP076404.1	1547489	1548712	-	1224	870	622	581
KJY95_RS07505	NZ_CP076404.1	1548970	1549175	-	206	40	28	46
KJY95_RS07510	NZ_CP076404.1	1549490	1550809	-	1320	683	640	554
KJY95_RS07515	NZ_CP076404.1	1550812	1551075	-	264	233	251	236
KJY95_RS07520	NZ_CP076404.1	1551301	1556719	-	5419	540	582	498
KJY95_RS07525	NZ_CP076404.1	1557253	1558842	-	1590	437	427	359
KJY95_RS07530	NZ_CP076404.1	1558924	1559874	-	951	108	194	166
KJY95_RS07535	NZ_CP076404.1	1560123	1561655	+	1533	68	80	114
KJY95_RS07540	NZ_CP076404.1	1561652	1562677	+	1026	47	67	68
KJY95_RS07545	NZ_CP076404.1	1562680	1563669	+	990	69	95	43
KJY95_RS07550	NZ_CP076404.1	1563684	1564703	+	1020	82	65	97
KJY95_RS07555	NZ_CP076404.1	1564733	1565605	+	873	51	56	48
KJY95_RS07560	NZ_CP076404.1	1565632	1565919	+	288	27	30	35
KJY95_RS07565	NZ_CP076404.1	1565979	1566734	+	756	153	113	116
KJY95_RS07570	NZ_CP076404.1	1566744	1567655	-	912	433	367	325
KJY95_RS07575	NZ_CP076404.1	1567865	1568965	-	1101	261	314	226
KJY95_RS07580	NZ_CP076404.1	1568956	1569825	-	870	434	486	368
KJY95_RS07585	NZ_CP076404.1	1569901	1570257	-	357	886	968	941
KJY95_RS07590	NZ_CP076404.1	1570260	1571183	-	924	883	904	818
KJY95_RS07595	NZ_CP076404.1	1571250	1572635	-	1386	272	276	232
KJY95_RS07600	NZ_CP076404.1	1572736	1573614	+	879	285	285	295
KJY95_RS07605	NZ_CP076404.1	1573695	1574807	+	1113	127	122	100
KJY95_RS07610	NZ_CP076404.1	1574960	1576147	+	1188	1006	806	517
KJY95_RS07615	NZ_CP076404.1	1576178	1576840	-	663	593	654	553
KJY95_RS07620	NZ_CP076404.1	1577052	1577483	+	432	5706	5061	3653
KJY95_RS07625	NZ_CP076404.1	1577506	1577886	+	381	6751	6771	5214
KJY95_RS07630	NZ_CP076404.1	1577921	1578136	+	216	2110	2111	1439
KJY95_RS07635	NZ_CP076404.1	1578173	1579069	-	897	1116	939	851
KJY95_RS07640	NZ_CP076404.1	1579264	1580448	+	1185	416	405	473
KJY95_RS07645	NZ_CP076404.1	1580578	1580670	+	93	1452	1529	1411
KJY95_RS07650	NZ_CP076404.1	1580673	1580774	+	102	202	233	276
KJY95_RS07655	NZ_CP076404.1	1580895	1581782	-	888	1058	1138	1064
KJY95_RS07660	NZ_CP076404.1	1582040	1582429	-	390	73	90	88
KJY95_RS07665	NZ_CP076404.1	1582705	1583220	+	516	213	212	215
KJY95_RS07670	NZ_CP076404.1	1583270	1585312	-	2043	837	850	715
KJY95_RS07675	NZ_CP076404.1	1585449	1586192	+	744	1213	1398	1255
KJY95_RS07680	NZ_CP076404.1	1586284	1586967	+	684	2429	2704	2425
KJY95_RS07685	NZ_CP076404.1	1587147	1587347	+	201	511	616	387
KJY95_RS07690	NZ_CP076404.1	1587388	1588845	-	1458	470	486	357
KJY95_RS07695	NZ_CP076404.1	1588937	1590217	-	1281	509	509	405
KJY95_RS07700	NZ_CP076404.1	1590822	1590932	+	111	1496	2601	2710
KJY95_RS07705	NZ_CP076404.1	1591004	1591234	+	231	1589	2550	2470
KJY95_RS07710	NZ_CP076404.1	1591554	1592141	+	588	1171	1395	990
KJY95_RS07715	NZ_CP076404.1	1592245	1592817	-	573	302	344	235
KJY95_RS07720	NZ_CP076404.1	1592820	1593518	-	699	137	86	90
KJY95_RS07725	NZ_CP076404.1	1593733	1594299	-	567	92	83	79
KJY95_RS07730	NZ_CP076404.1	1594688	1594918	+	231	36	38	59
KJY95_RS07735	NZ_CP076404.1	1594979	1595386	+	408	106	113	111
KJY95_RS07740	NZ_CP076404.1	1595544	1595714	-	171	510	795	962
KJY95_RS22385	NZ_CP076404.1	1595889	1596115	-	227	170	249	256
KJY95_RS07750	NZ_CP076404.1	1596123	1596185	-	63	0	0	1
KJY95_RS07755	NZ_CP076404.1	1596191	1596376	-	186	537	861	769
KJY95_RS07760	NZ_CP076404.1	1596390	1596599	-	210	1592	2428	2450
KJY95_RS07765	NZ_CP076404.1	1596965	1597459	-	495	359	480	352
KJY95_RS07770	NZ_CP076404.1	1597459	1597989	-	531	319	375	260
KJY95_RS07775	NZ_CP076404.1	1597989	1598297	-	309	330	354	319
KJY95_RS07780	NZ_CP076404.1	1598305	1598517	-	213	275	280	307
KJY95_RS07785	NZ_CP076404.1	1598737	1598904	+	168	598	750	799
KJY95_RS07790	NZ_CP076404.1	1599274	1599486	-	213	27057	39537	40199
KJY95_RS07795	NZ_CP076404.1	1599787	1599996	+	210	2592	3024	2757
KJY95_RS07800	NZ_CP076404.1	1600054	1600140	+	87	988	1273	1287
KJY95_RS07805	NZ_CP076404.1	1600424	1601173	-	750	340	364	373
KJY95_RS07810	NZ_CP076404.1	1601190	1602236	-	1047	367	297	231
KJY95_RS07815	NZ_CP076404.1	1602241	1602516	-	276	236	157	155
KJY95_RS07820	NZ_CP076404.1	1602586	1602834	-	249	147	161	138
KJY95_RS07825	NZ_CP076404.1	1603054	1603206	-	153	835	777	618
KJY95_RS07830	NZ_CP076404.1	1603281	1603565	-	285	1018	1036	716
KJY95_RS07835	NZ_CP076404.1	1603568	1603804	-	237	509	532	394
KJY95_RS07840	NZ_CP076404.1	1603829	1604131	+	303	333	348	224
KJY95_RS07845	NZ_CP076404.1	1604337	1604666	+	330	287	238	278
KJY95_RS07850	NZ_CP076404.1	1605109	1605255	-	147	29	27	43
KJY95_RS07855	NZ_CP076404.1	1605293	1605568	-	276	42	44	41
KJY95_RS07860	NZ_CP076404.1	1605555	1605782	-	228	5	2	10
KJY95_RS07865	NZ_CP076404.1	1605866	1606270	+	405	1161	1293	1445
KJY95_RS07870	NZ_CP076404.1	1606440	1606592	+	153	58	45	51
KJY95_RS22210	NZ_CP076404.1	1606597	1606722	+	126	51	41	33
KJY95_RS07875	NZ_CP076404.1	1606755	1606970	+	216	142	129	158
KJY95_RS07880	NZ_CP076404.1	1607541	1607726	+	186	17	11	16
KJY95_RS07885	NZ_CP076404.1	1607726	1607914	+	189	15	14	12
KJY95_RS07890	NZ_CP076404.1	1608010	1608774	+	765	61	60	63
KJY95_RS07895	NZ_CP076404.1	1608774	1609466	+	693	38	44	38
KJY95_RS07900	NZ_CP076404.1	1609477	1610637	+	1161	245	286	275
KJY95_RS07905	NZ_CP076404.1	1610831	1611847	-	1017	279	254	300
KJY95_RS07910	NZ_CP076404.1	1611862	1613073	-	1212	162	175	232
KJY95_RS07915	NZ_CP076404.1	1613282	1613605	-	324	141	161	128
KJY95_RS07920	NZ_CP076404.1	1613740	1614078	+	339	644	746	674
KJY95_RS07925	NZ_CP076404.1	1614116	1614673	+	558	831	1022	857
KJY95_RS07930	NZ_CP076404.1	1614682	1615389	-	708	507	602	538
KJY95_RS07935	NZ_CP076404.1	1615497	1615799	+	303	137	143	156
KJY95_RS07940	NZ_CP076404.1	1616001	1618424	+	2424	514	696	606
KJY95_RS07945	NZ_CP076404.1	1618488	1620908	+	2421	274	325	305
KJY95_RS07950	NZ_CP076404.1	1620922	1621536	+	615	88	63	47
KJY95_RS07955	NZ_CP076404.1	1621541	1622392	+	852	408	454	394
KJY95_RS07960	NZ_CP076404.1	1622438	1623049	+	612	359	409	305
KJY95_RS07965	NZ_CP076404.1	1623211	1624500	+	1290	643	708	468
KJY95_RS07970	NZ_CP076404.1	1624459	1625151	-	693	859	1401	942
KJY95_RS07975	NZ_CP076404.1	1625279	1626496	-	1218	757	1264	1098
KJY95_RS07980	NZ_CP076404.1	1626634	1627524	-	891	207	222	165
KJY95_RS07985	NZ_CP076404.1	1627631	1628881	+	1251	668	591	491
KJY95_RS22390	NZ_CP076404.1	1628936	1629052	-	117	172	184	163
KJY95_RS07995	NZ_CP076404.1	1629308	1629613	+	306	96	101	77
KJY95_RS08000	NZ_CP076404.1	1629709	1629789	+	81	59	86	63
KJY95_RS08005	NZ_CP076404.1	1629892	1630710	+	819	2246	2205	1717
KJY95_RS08010	NZ_CP076404.1	1630755	1631081	-	327	1105	1174	871
KJY95_RS08015	NZ_CP076404.1	1631071	1631433	-	363	2053	2481	2073
KJY95_RS08025	NZ_CP076404.1	1631845	1632876	+	1032	392	449	372
KJY95_RS08030	NZ_CP076404.1	1632907	1634292	-	1386	1142	1426	1061
KJY95_RS08035	NZ_CP076404.1	1634306	1635835	-	1530	1384	1902	1604
KJY95_RS08040	NZ_CP076404.1	1636359	1637300	+	942	1318	1823	1414
KJY95_RS08045	NZ_CP076404.1	1637489	1638868	+	1380	385	438	407
KJY95_RS08050	NZ_CP076404.1	1638908	1639627	+	720	282	389	325
KJY95_RS08055	NZ_CP076404.1	1639630	1639962	-	333	185	223	270
KJY95_RS08060	NZ_CP076404.1	1640091	1640807	+	717	666	721	581
KJY95_RS08065	NZ_CP076404.1	1640814	1642112	+	1299	441	473	390
KJY95_RS08070	NZ_CP076404.1	1642191	1643117	+	927	445	486	421
KJY95_RS08075	NZ_CP076404.1	1643120	1644520	-	1401	798	957	888
KJY95_RS08080	NZ_CP076404.1	1644666	1646309	-	1644	957	1022	1067
KJY95_RS08085	NZ_CP076404.1	1646508	1647680	+	1173	1044	1399	1195
KJY95_RS08090	NZ_CP076404.1	1647784	1649289	+	1506	2477	2742	2524
KJY95_RS08095	NZ_CP076404.1	1649521	1650783	-	1263	154	196	159
KJY95_RS08100	NZ_CP076404.1	1650825	1652195	-	1371	67	83	89
KJY95_RS08105	NZ_CP076404.1	1652195	1654003	-	1809	201	221	243
KJY95_RS08110	NZ_CP076404.1	1654397	1654984	-	588	812	991	923
KJY95_RS08115	NZ_CP076404.1	1655208	1655972	-	765	468	593	540
KJY95_RS08120	NZ_CP076404.1	1656087	1657112	-	1026	371	344	278
KJY95_RS08125	NZ_CP076404.1	1657287	1658876	+	1590	454	421	361
KJY95_RS08130	NZ_CP076404.1	1658889	1660058	+	1170	490	645	568
KJY95_RS08135	NZ_CP076404.1	1660165	1661163	+	999	746	847	686
KJY95_RS08140	NZ_CP076404.1	1661203	1662240	-	1038	838	927	703
KJY95_RS08145	NZ_CP076404.1	1662483	1662605	+	123	784	806	678
KJY95_RS08150	NZ_CP076404.1	1662881	1663093	+	213	698	761	735
KJY95_RS08155	NZ_CP076404.1	1663182	1663619	+	438	2516	2762	2331
KJY95_RS08160	NZ_CP076404.1	1663699	1664277	+	579	1558	1495	1238
KJY95_RS08165	NZ_CP076404.1	1664280	1664855	+	576	1149	1108	678
KJY95_RS08170	NZ_CP076404.1	1664851	1667070	+	2220	1009	1122	860
KJY95_RS08175	NZ_CP076404.1	1667074	1668129	+	1056	320	356	266
KJY95_RS08180	NZ_CP076404.1	1668136	1668753	+	618	109	135	133
KJY95_RS08185	NZ_CP076404.1	1668760	1669452	+	693	186	176	184
KJY95_RS08190	NZ_CP076404.1	1669455	1670087	+	633	143	173	119
KJY95_RS08195	NZ_CP076404.1	1670701	1672204	+	1504	55893	69544	53345
KJY95_RS08200	NZ_CP076404.1	1672313	1672915	+	603	993	1050	925
KJY95_RS08205	NZ_CP076404.1	1672965	1673825	-	861	943	1176	946
KJY95_RS08210	NZ_CP076404.1	1673887	1675158	-	1272	3448	4758	3519
KJY95_RS08215	NZ_CP076404.1	1675290	1675943	-	654	492	630	571
KJY95_RS08220	NZ_CP076404.1	1676005	1676331	-	327	104	112	108
KJY95_RS08225	NZ_CP076404.1	1676432	1677538	-	1107	478	544	453
KJY95_RS08230	NZ_CP076404.1	1677812	1678276	+	465	3599	4616	3741
KJY95_RS08235	NZ_CP076404.1	1678329	1678760	-	432	1870	2438	2238
KJY95_RS08240	NZ_CP076404.1	1678961	1679194	+	234	259	304	238
KJY95_RS08245	NZ_CP076404.1	1679200	1680054	+	855	464	518	354
KJY95_RS08250	NZ_CP076404.1	1680057	1682066	+	2010	597	561	431
KJY95_RS08255	NZ_CP076404.1	1682073	1682591	-	519	172	196	163
KJY95_RS08260	NZ_CP076404.1	1682675	1683568	-	894	465	547	455
KJY95_RS08265	NZ_CP076404.1	1683620	1683856	-	237	90	80	65
KJY95_RS08270	NZ_CP076404.1	1683959	1684555	+	597	768	685	575
KJY95_RS08275	NZ_CP076404.1	1684595	1685689	+	1095	1009	993	770
KJY95_RS08280	NZ_CP076404.1	1685773	1686177	+	405	592	658	621
KJY95_RS08285	NZ_CP076404.1	1686283	1686927	+	645	938	882	713
KJY95_RS08290	NZ_CP076404.1	1687023	1691636	+	4614	1397	1401	1102
KJY95_RS08295	NZ_CP076404.1	1691693	1692037	-	345	2208	2686	2660
KJY95_RS08300	NZ_CP076404.1	1692371	1693183	+	813	689	761	633
KJY95_RS08305	NZ_CP076404.1	1693314	1693892	+	579	5984	7898	6818
KJY95_RS08310	NZ_CP076404.1	1694060	1695226	-	1167	1720	1715	1315
KJY95_RS08315	NZ_CP076404.1	1695395	1695481	-	87	426	406	326
KJY95_RS08320	NZ_CP076404.1	1695780	1696802	+	1023	6386	7045	5822
KJY95_RS08325	NZ_CP076404.1	1696805	1697734	-	930	610	552	389
KJY95_RS08330	NZ_CP076404.1	1697847	1699055	+	1209	622	776	597
KJY95_RS08335	NZ_CP076404.1	1699349	1700494	+	1146	3751	4190	3007
KJY95_RS08340	NZ_CP076404.1	1700540	1701178	-	639	904	1235	1150
KJY95_RS08345	NZ_CP076404.1	1701393	1702763	+	1371	2770	3504	2360
KJY95_RS08350	NZ_CP076404.1	1702810	1704063	-	1254	951	1277	844
KJY95_RS08365	NZ_CP076404.1	1704636	1704938	+	303	4313	4618	4454
KJY95_RS08370	NZ_CP076404.1	1705067	1706668	+	1602	721	825	636
KJY95_RS08375	NZ_CP076404.1	1706686	1707495	-	810	137	162	166
KJY95_RS08380	NZ_CP076404.1	1707502	1708284	-	783	112	110	120
KJY95_RS08385	NZ_CP076404.1	1708284	1708949	-	666	100	118	149
KJY95_RS08390	NZ_CP076404.1	1709016	1709651	-	636	124	156	138
KJY95_RS08395	NZ_CP076404.1	1709667	1711766	-	2100	393	711	671
KJY95_RS08400	NZ_CP076404.1	1711790	1712413	-	624	267	481	474
KJY95_RS08405	NZ_CP076404.1	1712871	1713077	-	207	173	220	188
KJY95_RS22215	NZ_CP076404.1	1713432	1713623	+	192	291	317	361
KJY95_RS08410	NZ_CP076404.1	1713634	1715043	+	1410	3510	4452	4039
KJY95_RS08415	NZ_CP076404.1	1715357	1715590	+	234	49145	66273	55675
KJY95_RS08420	NZ_CP076404.1	1715660	1716661	-	1002	5455	6055	5009
KJY95_RS08425	NZ_CP076404.1	1716813	1717226	-	414	383	432	302
KJY95_RS08430	NZ_CP076404.1	1717242	1718459	-	1218	430	373	287
KJY95_RS08435	NZ_CP076404.1	1718459	1719727	-	1269	178	187	141
KJY95_RS08440	NZ_CP076404.1	1719705	1720448	-	744	78	78	76
KJY95_RS08445	NZ_CP076404.1	1720461	1721945	-	1485	196	278	184
KJY95_RS08450	NZ_CP076404.1	1721957	1722322	-	366	50	88	57
KJY95_RS08455	NZ_CP076404.1	1722873	1723058	-	186	178	186	118
KJY95_RS08460	NZ_CP076404.1	1723161	1723568	-	408	144	153	116
KJY95_RS08465	NZ_CP076404.1	1723568	1726621	-	3054	926	1059	911
KJY95_RS08470	NZ_CP076404.1	1727010	1728119	+	1110	1032	1173	1008
KJY95_RS08480	NZ_CP076404.1	1728551	1728904	+	354	121	92	79
KJY95_RS08485	NZ_CP076404.1	1729007	1730218	+	1212	172	145	139
KJY95_RS08490	NZ_CP076404.1	1730448	1731710	+	1263	111	67	90
KJY95_RS08495	NZ_CP076404.1	1731725	1732588	+	864	84	82	65
